lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n,Note,Pattern,simple_pattern_sing,simple_pattern_pl
ang,sċītan,sċāt,sċiton,ġesċiten,skītaną,https://en.wiktionary.org//wiki/scitan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,sċrīfan,sċrāf,sċrifon,ġesċrifen,skrībaną,https://en.wiktionary.org//wiki/scrifan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,sċrīþan,sċrāþ,sċridon,ġesċriden,skrīþaną,https://en.wiktionary.org//wiki/scri%C3%BEan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,slītan,slāt,sliton,ġesliten,slītaną,https://en.wiktionary.org//wiki/slitan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,snīwan,snīwde,snīwdon,ġesnīwed,snīwaną,https://en.wiktionary.org//wiki/sniwan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,spīwan,spāw,spiwon,ġespiwen,spīwaną,https://en.wiktionary.org//wiki/spiwan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,stīgan,stāh,stigon,ġestiġen,stīganą,https://en.wiktionary.org//wiki/stigan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,wrītan,wrāt,writon,ġewriten,wrītaną,https://en.wiktionary.org//wiki/writan#Old_English,1,Vowel length was phonemic,ABCC,ABC,ABB
ang,ġēotan,ġēat,guton,ġegoten,geutaną,https://en.wiktionary.org//wiki/geotan#Old_English,2,,ABCD,ABC,ABC
ang,bēodan,bēad,budon,ġeboden,beudaną,https://en.wiktionary.org//wiki/beodan#Old_English,2,,ABCD,ABC,ABC
ang,flēogan,flēah,flugon,ġeflogen,fleuganą,https://en.wiktionary.org//wiki/fleogan#Old_English,2,,ABCD,ABC,ABC
ang,brēowan,brēaw,bruwon,ġebrowen,brewwaną,https://en.wiktionary.org//wiki/breowan#Old_English,2,,ABCD,ABC,ABC
ang,lēogan,lēah,lugon,ġelogen,leuganą,https://en.wiktionary.org//wiki/leogan#Old_English,2,,ABCD,ABC,ABC
ang,flēon,flēah,flugon,ġeflogen,fleuhaną,https://en.wiktionary.org//wiki/fleon#Old_English,2,,ABCD,ABC,ABC
ang,flēotan,flēat,fluton,ġefloten,fleutaną,https://en.wiktionary.org//wiki/fleotan#Old_English,2,,ABCD,ABC,ABC
ang,frēosan,frēas,fruron,ġefroren,freusaną,https://en.wiktionary.org//wiki/freosan#Old_English,2,,ABCD,ABC,ABC
ang,forbēodan,forbēad,forbudon,forboden,furibeudaną,https://en.wiktionary.org//wiki/forbeodan#Old_English,2,,ABCD,ABC,ABC
ang,ċēosan,ċēas,curon,ġecoren,keusaną,https://en.wiktionary.org//wiki/ceosan#Old_English,2,,ABCD,ABC,ABC
ang,ċēowan,ċēaw,cuwon,ġecowen,kewwaną,https://en.wiktionary.org//wiki/ceowan#Old_English,2,,ABCD,ABC,ABC
ang,crēopan,crēap,crupon,ġecropen,kreupaną,https://en.wiktionary.org//wiki/creopan#Old_English,2,,ABCD,ABC,ABC
ang,lūcan,lēac,lucon,ġelocen,lūkaną,https://en.wiktionary.org//wiki/lucan#Old_English,2,,ABAC,ABC,AAB
ang,rēocan,rēac,rucon,ġerocen,reukaną,https://en.wiktionary.org//wiki/reocan#Old_English,2,,ABCD,ABC,ABC
ang,sċūfan,sċēaf,sċufon,ġesċofen,skeubaną,https://en.wiktionary.org//wiki/scufan#Old_English,2,Vowel length was phonemic,ABCD,ABC,ABC
ang,sċēotan,sċēat,sċuton,ġesċoten,skeutaną,https://en.wiktionary.org//wiki/sceotan#Old_English,2,Vowel length was phonemic,ABCD,ABC,ABC
ang,sūgan,sēah,sugon,ġesogen,sūganą,https://en.wiktionary.org//wiki/sugan#Old_English,2,Vowel length was phonemic,ABCD,ABC,ABC
ang,sūpan,sēap,supon,ġesopen,sūpaną,https://en.wiktionary.org//wiki/supan#Old_English,2,Vowel length was phonemic,ABCD,ABC,ABC
ang,þerscan,þærsċ,þursċon,þorsċen,þreskaną,https://en.wiktionary.org/wiki/%C3%BEerscan#Old_English,3,,ABCD,ABC,ABC
ang,sincan,sanc,suncon,ġesuncen,sinkwaną,https://en.wiktionary.org//wiki/sincan#Old_English,3,,ABCC,ABC,ABB
ang,berstan,bærst,burston,borsten,brestaną,https://en.wiktionary.org//wiki/berstan#Old_English,3,,ABCD,ABC,ABC
ang,beorgan,bearh,burgon,ġeborgen,berganą,https://en.wiktionary.org//wiki/beorgan#Old_English,3,,ABCD,ABC,ABC
ang,bindan,band,bundon,ġebunden,bindaną,https://en.wiktionary.org//wiki/bindan#Old_English,3,,ABCC,ABC,ABB
ang,beornan,bearn,burnon,ġebornen,brinnaną,https://en.wiktionary.org//wiki/beornan#Old_English,3,,ABCD,ABC,ABC
ang,drincan,dranc,druncon,ġedruncen,drinkaną,https://en.wiktionary.org//wiki/drincan#Old_English,3,,ABCC,ABC,ABB
ang,feohtan,feaht,fuhton,ġefohten,fehtaną,https://en.wiktionary.org//wiki/feohtan#Old_English,3,,ABCD,ABC,ABC
ang,findan,fand,fundon,ġefunden,finþaną,https://en.wiktionary.org//wiki/findan#Old_English,3,,ABCC,ABC,ABB
ang,ġyldan,ġeald,guldon,ġegolden,geldaną,https://en.wiktionary.org//wiki/gyldan#Old_English,3,,ABCD,ABC,ABC
ang,helpan,healp,hulpon,ġeholpen,helpaną,https://en.wiktionary.org//wiki/helpan#Old_English,3,,ABCD,ABC,ABC
ang,yrnan,arn,urnon,ġeurnen,rinnaną,https://en.wiktionary.org//wiki/yrnan#Old_English,3,,ABCC,ABC,ABB
ang,singan,sang,sungon,ġesungen,singwaną,https://en.wiktionary.org//wiki/singan#Old_English,3,,ABCC,ABC,ABB
ang,smelting,,,,smeltaną,https://en.wiktionary.org//wiki/smelting#Old_English,3,,,,
ang,spinnan,spann,spunnon,ġespunnen,spinnaną,https://en.wiktionary.org//wiki/spinnan#Old_English,3,,ABCC,ABC,ABB
ang,springan,sprang,sprungon,ġesprungen,springaną,https://en.wiktionary.org//wiki/springan#Old_English,3,,ABCC,ABC,ABB
ang,stincan,stanc,stuncon,ġestuncen,stinkwaną,https://en.wiktionary.org//wiki/stincan#Old_English,3,,ABCC,ABC,ABB
ang,swellan,sweall,swullon,ġeswollen,swellaną,https://en.wiktionary.org//wiki/swellan#Old_English,3,,ABCD,ABC,ABC
ang,swimman,swamm,swummon,ġeswummen,swimmaną,https://en.wiktionary.org//wiki/swimman#Old_English,3,,ABCC,ABC,ABB
ang,weorpan,wearp,wurpon,worpen,werpaną,https://en.wiktionary.org/wiki/weorpan#Old_English,3,,ABCD,ABC,ABC
ang,weorþan,wearþ,wurdon,worden,werþaną,https://en.wiktionary.org/wiki/weor%C3%BEan#Old_English,3,,ABCD,ABC,ABC
ang,windan,wand,wundon,ġewunden,windaną,https://en.wiktionary.org//wiki/windan#Old_English,3,,ABCC,ABC,ABB
ang,winnan,wann,wunnon,ġewunnen,winnaną,https://en.wiktionary.org//wiki/winnan#Old_English,3,,ABCC,ABC,ABB
ang,brecan,bræc,brǣcon,ġebrocen,brekaną,https://en.wiktionary.org//wiki/brecan#Old_English,4,Vowel length was phonemic,ABCD,ABC,ABC
ang,beran,bær,bǣron,boren,beraną,https://en.wiktionary.org/wiki/beran#Old_English,4,Vowel length was phonemic,ABCD,ABC,ABC
ang,cuman,cwōm,cwōmon,ġecymen,kwemaną,https://en.wiktionary.org//wiki/cuman#Old_English,4,,ABBC,ABC,ABC
ang,niman,nōm,nōmon,ġenumen,nemaną,https://en.wiktionary.org//wiki/niman#Old_English,4,,ABBC,ABC,ABC
ang,sċieran,sċear,sċēaron,ġesċoren,skeraną,https://en.wiktionary.org//wiki/scieran#Old_English,4,Vowel length was phonemic,ABCD,ABC,ABC
ang,stelan,stæl,stǣlon,ġestolen,stelaną,https://en.wiktionary.org//wiki/stelan#Old_English,4,Vowel length was phonemic,ABCD,ABC,ABC
ang,tredan,træd,trǣdon,ġetreden,trudaną,https://en.wiktionary.org//wiki/tredan#Old_English,4,Vowel length was phonemic,ABCA,ABA,ABA
ang,wegan,wæġ,wāgon,ġeweġen,weganą,https://en.wiktionary.org//wiki/wegan#Old_English,5,Vowel length was phonemic,ABCA,ABA,ABA
ang,drepan,dræp,drǣpon,ġedropen,drepaną,https://en.wiktionary.org//wiki/drepan#Old_English,5,Vowel length was phonemic,ABCD,ABC,ABC
ang,etan,ǣt,ǣton,eten,etaną,https://en.wiktionary.org/wiki/etan#Old_English,5,,ABBA,ABA,ABA
ang,forġiefan,forġeaf,forġēafon,forġefen,fragebaną,https://en.wiktionary.org/wiki/forgiefan#Old_English,5,Vowel length was phonemic,ABCD,ABC,ABC
ang,ġiefan,ġeaf,ġēafon,ġefen,gebaną,https://en.wiktionary.org/wiki/giefan#Old_English,5,Vowel length was phonemic,ABCD,ABC,ABC
ang,lesan,læs,lǣron,ġeleren,lesaną,https://en.wiktionary.org//wiki/lesan#Old_English,5,Vowel length was phonemic,ABCA,ABA,ABA
ang,wrecan,wræc,wrǣcon,ġewrecen,wrekaną,https://en.wiktionary.org//wiki/wrecan#Old_English,5,Vowel length was phonemic,ABCA,ABA,ABA
ang,biddan,bæd,bǣdon,ġebeden,bidjaną,https://en.wiktionary.org//wiki/biddan#Old_English,5,Vowel length was phonemic,ABCD,ABC,ABC
ang,liċġan,læġ,lāgon,ġeleġen,ligjaną,https://en.wiktionary.org//wiki/licgan#Old_English,5,,ABCD,ABC,ABC
ang,sittan,sæt,sǣton,ġeseten,sitjaną,https://en.wiktionary.org//wiki/sittan#Old_English,5,Vowel length was phonemic,ABCD,ABC,ABC
ang,hladan,hlōd,hlōdon,ġehladen,hlaþaną,https://en.wiktionary.org//wiki/hladan#Old_English,6,,ABBA,ABA,ABA
ang,,,,,malaną,,6,Died out,D,D,D
ang,wadan,wōd,wōdon,ġewaden,wadaną,https://en.wiktionary.org//wiki/wadan#Old_English,6,,ABBA,ABA,ABA
ang,bacan,bōc,bōcon,ġebacen,bakaną,https://en.wiktionary.org//wiki/bacan#Old_English,6,,ABBA,ABA,ABA
ang,dragan,drōh,drōgon,ġedragen,draganą,https://en.wiktionary.org//wiki/dragan#Old_English,6,,ABBA,ABA,ABA
ang,fēran,fērde,fērdon,fēred,faraną,https://en.wiktionary.org//wiki/feran#Old_English,6,,AAAA,AAA,AAA
ang,gnagan,gnōg,gnōgon,gnæġen,gnaganą,https://en.wiktionary.org/wiki/gnagan#Old_English,6,,ABBC,ABC,ABC
ang,grafan,grōf,grōfon,ġegrafen,grabaną,https://en.wiktionary.org//wiki/grafan#Old_English,6,,ABBA,ABA,ABA
ang,sċafan,sċōf,sċōfon,sċæfen,skabaną,https://en.wiktionary.org/wiki/scafan#Old_English,6,,ABBC,ABC,ABC
ang,slēan,slōg,slōgon,slæġen,slahaną,https://en.wiktionary.org/wiki/slean#Old_English,6,,ABBC,ABC,ABC
ang,standan,stōd,stōdon,ġestanden,standaną,https://en.wiktionary.org//wiki/standan#Old_English,6,,ABBA,ABA,ABA
ang,habban,hæfde,hæfdon,hæfd,habjaną,https://en.wiktionary.org/wiki/habban#Old_English,6,,ABBB,ABB,ABB
ang,hliehhan,hlōg,hlōgon,hlæġen,hlahjaną,https://en.wiktionary.org/wiki/hliehhan#Old_English,6,,ABBC,ABC,ABC
ang,sċieppan,sċōp,sċōpon,sċeapen,skapjaną,https://en.wiktionary.org/wiki/scieppan#Old_English,6,,ABBC,ABC,ABC
ang,swerian,swōr,swōron,sworen,swarjaną,https://en.wiktionary.org/wiki/swerian#Old_English,6,,ABBB,ABB,ABB
ang,weaxan,wēox,wēoxon,ġeweaxen,wahsijaną,https://en.wiktionary.org//wiki/weaxan#Old_English,6,,ABBA,ABA,ABA
ang,hātan,hēht,hēhton,ġehāten,haitaną,https://en.wiktionary.org//wiki/hatan#Old_English,7,,ABBA,ABA,ABA
ang,hēawan,hēow,hēowon,ġehēawen,hawwaną,https://en.wiktionary.org//wiki/heawan#Old_English,7,,ABBA,ABA,ABA
ang,hlēapan,hlēop,hlēopon,ġehlēapen,hlaupaną,https://en.wiktionary.org//wiki/hleapan#Old_English,7,,ABBA,ABA,ABA
ang,bannan,bēon,bēonon,ġebannen,bannaną,https://en.wiktionary.org//wiki/bannan#Old_English,7,,ABBA,ABA,ABA
ang,hōn,hēng,hēngon,ġehangen,hanhaną,https://en.wiktionary.org//wiki/hon#Old_English,7,,ABBC,ABC,ABC
ang,feallan,fēoll,fēollon,ġefeallen,fallaną,https://en.wiktionary.org//wiki/feallan#Old_English,7,,ABBA,ABA,ABA
ang,fōn,fēng,fēngon,ġefangen,fanhaną,https://en.wiktionary.org//wiki/fon#Old_English,7,,ABBC,ABC,ABC
ang,haldan,hōld,hōldon,halden,haldaną,https://en.wiktionary.org//wiki/haldan#Old_English,7,,ABBA,ABA,ABA
ang,wascan,wōsc,wōscon,wæscen,waskaną,https://en.wiktionary.org/wiki/wascan#Old_English,7,,ABBC,ABC,ABC
ang,blǣsan,,,,blēsaną,https://en.wiktionary.org/wiki/Reconstruction:Old_English/bl%C3%A6san,7,Reconstructed,,,
ang,grǣtan,grēt,grēton,ġegrǣten,grētaną,https://en.wiktionary.org//wiki/gr%C3%A6tan#Old_English,7,,ABBA,ABA,ABA
ang,sāwan,sēow,sēowon,ġesāwen,sēaną,https://en.wiktionary.org//wiki/sawan#Old_English,7,,ABBA,ABA,ABA
ang,lǣtan,leort,leorton,ġelǣten,lētaną,https://en.wiktionary.org//wiki/l%C3%A6tan#Old_English,7,,ABBA,ABA,ABA
ang,rǣdan,rǣdde,rǣddon,ġerǣded,rēdaną,https://en.wiktionary.org//wiki/r%C3%A6dan#Old_English,7,,AAAA,AAA,AAA
ang,glōwan,glēow,glēowon,ġeglōwen,glōaną,https://en.wiktionary.org//wiki/glowan#Old_English,7,,ABBA,ABA,ABA
deu,reiten,ritt,ritten,geritten,rīdaną,https://en.wiktionary.org//wiki/reiten#German,1,,ABBB,ABB,ABB
deu,beiten,,,,bīdaną,https://en.wiktionary.org//wiki/beiten#German,1,,,,
deu,beißen,biss,bissen,gebissen,bītaną,https://en.wiktionary.org//wiki/bei%C3%9Fen#German,1,,ABBB,ABB,ABB
deu,scheinen,schien,schienen,geschienen,skīnaną,https://en.wiktionary.org//wiki/scheinen#German,1,,ABBB,ABB,ABB
deu,schneiden,schnitt,schnitten,geschnitten,snīþaną,https://en.wiktionary.org//wiki/schneiden#German,1,,ABBB,ABB,ABB
deu,reisen,reiste,reisten,gereist,rīsaną,https://en.wiktionary.org//wiki/reisen#German,1,,AAAA,AAA,AAA
deu,bleiben,blieb,blieben,geblieben,bilībaną,https://en.wiktionary.org//wiki/bleiben#German,1,,ABBB,ABB,ABB
deu,treiben,trieb,trieben,getrieben,drībaną,https://en.wiktionary.org//wiki/treiben#German,1,,ABBB,ABB,ABB
deu,greifen,griff,griffen,gegriffen,grīpaną,https://en.wiktionary.org//wiki/greifen#German,1,,ABBB,ABB,ABB
deu,leiden,litt,litten,gelitten,līþaną,https://en.wiktionary.org//wiki/leiden#German,1,,ABBB,ABB,ABB
deu,scheißen,schiss,schissen,geschissen,skītaną,https://en.wiktionary.org//wiki/schei%C3%9Fen#German,1,,ABBB,ABB,ABB
deu,schreiben,schrieb,schrieben,geschrieben,skrībaną,https://en.wiktionary.org//wiki/schreiben#German,1,,ABBB,ABB,ABB
deu,schreiten,schritt,schritten,geschritten,skrīþaną,https://en.wiktionary.org//wiki/schreiten#German,1,,ABBB,ABB,ABB
deu,schleißen,schliss,schlissen,geschlissen,slītaną,https://en.wiktionary.org//wiki/schlei%C3%9Fen#German,1,,ABBB,ABB,ABB
deu,schneien,schneite,schneiten,geschneit,snīwaną,https://en.wiktionary.org//wiki/schneien#German,1,,AAAA,AAA,AAA
deu,speien,spie,spieen,gespien,spīwaną,https://en.wiktionary.org//wiki/speien#German,1,,ABBB,ABB,ABB
deu,steigen,stieg,stiegen,gestiegen,stīganą,https://en.wiktionary.org//wiki/steigen#German,1,,ABBB,ABB,ABB
deu,reißen,riss,rissen,gerissen,wrītaną,https://en.wiktionary.org//wiki/rei%C3%9Fen#German,1,,ABBB,ABB,ABB
deu,gießen,goss,gossen,gegossen,geutaną,https://en.wiktionary.org//wiki/gie%C3%9Fen#German,2,,ABBB,ABB,ABB
deu,bieten,bot,boten,geboten,beudaną,https://en.wiktionary.org//wiki/bieten#German,2,,ABBB,ABB,ABB
deu,fliegen,flog,flogen,geflogen,fleuganą,https://en.wiktionary.org//wiki/fliegen#German,2,,ABBB,ABB,ABB
deu,brauen,braute,brauten,gebraut,brewwaną,https://en.wiktionary.org//wiki/brauen#German,2,,AAAA,AAA,AAA
deu,lügen,log,logen,gelogen,leuganą,https://en.wiktionary.org//wiki/l%C3%BCgen#German,2,,ABBB,ABB,ABB
deu,fliehen,floh,flohen,geflohen,fleuhaną,https://en.wiktionary.org//wiki/fliehen#German,2,,ABBB,ABB,ABB
deu,fließen,floss,flossen,geflossen,fleutaną,https://en.wiktionary.org//wiki/flie%C3%9Fen#German,2,,ABBB,ABB,ABB
deu,frieren,fror,froren,gefroren,freusaną,https://en.wiktionary.org//wiki/frieren#German,2,,ABBB,ABB,ABB
deu,verbieten,verbot,verboten,verboten,furibeudaną,https://en.wiktionary.org//wiki/verbieten#German,2,,ABBB,ABB,ABB
deu,kiesen,kor,koren,gekoren,keusaną,https://en.wiktionary.org//wiki/kiesen#German,2,,ABBB,ABB,ABB
deu,kauen,kaute,kauten,gekaut,kewwaną,https://en.wiktionary.org//wiki/kauen#German,2,,AAAA,AAA,AAA
deu,krüpfen,,,,kreupaną,https://en.wiktionary.org//w/index.php?title=kr%C3%BCpfen&action=edit&redlink=1,2,,,,
deu,lauchen,,,,lūkaną,https://en.wiktionary.org//w/index.php?title=lauchen&action=edit&redlink=1,2,,,,
deu,riechen,roch,rochen,gerochen,reukaną,https://en.wiktionary.org//wiki/riechen#German,2,,ABBB,ABB,ABB
deu,schieben,schob,schoben,geschoben,skeubaną,https://en.wiktionary.org//wiki/schieben#German,2,,ABBB,ABB,ABB
deu,schießen,schoss,schossen,geschossen,skeutaną,https://en.wiktionary.org//wiki/schie%C3%9Fen#German,2,,ABBB,ABB,ABB
deu,saugen,saugte,saugten,gesaugt,sūganą,https://en.wiktionary.org//wiki/saugen#German,2,,AAAA,AAA,AAA
deu,süffeln,süffelte,süffelten,gesüffelt,sūpaną,https://en.wiktionary.org//wiki/s%C3%BCffeln#German,2,,AAAA,AAA,AAA
deu,dreschen,drosch,droschen,gedroschen,þreskaną,https://en.wiktionary.org//wiki/dreschen#German,3,,ABBB,ABB,ABB
deu,sinken,sank,sanken,gesunken,sinkwaną,https://en.wiktionary.org//wiki/sinken#German,3,,ABBC,ABC,ABC
deu,bersten,barst,barsten,geborsten,brestaną,https://en.wiktionary.org//wiki/bersten#German,3,,ABBC,ABC,ABC
deu,bergen,barg,bargen,geborgen,berganą,https://en.wiktionary.org//wiki/bergen#German,3,,ABBC,ABC,ABC
deu,binden,band,banden,gebunden,bindaną,https://en.wiktionary.org//wiki/binden#German,3,,ABBC,ABC,ABC
deu,brinnen,brann,brannen,gebrunnen,brinnaną,https://en.wiktionary.org//wiki/brinnen#German,3,,ABBC,ABC,ABC
deu,trinken,trank,tranken,getrunken,drinkaną,https://en.wiktionary.org//wiki/trinken#German,3,,ABBC,ABC,ABC
deu,fechten,focht,fochten,gefochten,fehtaną,https://en.wiktionary.org//wiki/fechten#German,3,,ABBB,ABB,ABB
deu,finden,fand,fanden,gefunden,finþaną,https://en.wiktionary.org//wiki/finden#German,3,,ABBC,ABC,ABC
deu,gelten,galt,galten,gegolten,geldaną,https://en.wiktionary.org//wiki/gelten#German,3,,ABBC,ABC,ABC
deu,helfen,half,halfen,geholfen,helpaną,https://en.wiktionary.org//wiki/helfen#German,3,,ABBC,ABC,ABC
deu,rinnen,rann,rannen,geronnen,rinnaną,https://en.wiktionary.org//wiki/rinnen#German,3,,ABBC,ABC,ABC
deu,singen,sang,sangen,gesungen,singwaną,https://en.wiktionary.org//wiki/singen#German,3,,ABBC,ABC,ABC
deu,schmelzen,schmolz,schmolzen,geschmolzen,smeltaną,https://en.wiktionary.org//wiki/schmelzen#German,3,,ABBB,ABB,ABB
deu,spinnen,spann,spannen,gesponnen,spinnaną,https://en.wiktionary.org//wiki/spinnen#German,3,,ABBC,ABC,ABC
deu,springen,sprang,sprangen,gesprungen,springaną,https://en.wiktionary.org//wiki/springen#German,3,,ABBC,ABC,ABC
deu,stinken,stank,stanken,gestunken,stinkwaną,https://en.wiktionary.org//wiki/stinken#German,3,,ABBC,ABC,ABC
deu,schwellen,schwoll,schwollen,geschwollen,swellaną,https://en.wiktionary.org//wiki/schwellen#German,3,,ABBB,ABB,ABB
deu,schwimmen,schwomm,schwommen,geschwommen,swimmaną,https://en.wiktionary.org//wiki/schwimmen#German,3,,ABBB,ABB,ABB
deu,werfen,warf,warfen,geworfen,werpaną,https://en.wiktionary.org//wiki/werfen#German,3,,ABBC,ABC,ABC
deu,werden,wurde,wurden,worden,werþaną,https://en.wiktionary.org//wiki/werden#German,3,,ABBC,ABC,ABC
deu,winden,wand,wanden,gewunden,windaną,https://en.wiktionary.org//wiki/winden#German,3,,ABBC,ABC,ABC
deu,gewinnen,gewann,gewannen,gewonnen,winnaną,https://en.wiktionary.org/wiki/gewinnen#German,3,Derived form,ABBC,ABC,ABC
deu,brechen,brach,brachen,gebrochen,brekaną,https://en.wiktionary.org//wiki/brechen#German,4,,ABBC,ABC,ABC
deu,gebären,gebar,gebaren,geboren,beraną,https://en.wiktionary.org//wiki/geb%C3%A4ren#German,4,,ABBC,ABC,ABC
deu,kommen,kam,kamen,gekommen,kwemaną,https://en.wiktionary.org//wiki/kommen#German,4,,ABBA,ABA,ABA
deu,nehmen,nahm,nahmen,genommen,nemaną,https://en.wiktionary.org//wiki/nehmen#German,4,,ABBC,ABC,ABC
deu,scheren,schor,schoren,geschoren,skeraną,https://en.wiktionary.org/wiki/scheren#German,4,,ABBB,ABB,ABB
deu,stehlen,stahl,stahlen,gestohlen,stelaną,https://en.wiktionary.org//wiki/stehlen#German,4,,ABBC,ABC,ABC
deu,treten,trat,traten,getreten,trudaną,https://en.wiktionary.org//wiki/treten#German,4,,ABBA,ABA,ABA
deu,wägen,wog,wogen,gewogen,weganą,https://en.wiktionary.org//wiki/w%C3%A4gen#German,5,,ABBB,ABB,ABB
deu,treffen,traf,trafen,getroffen,drepaną,https://en.wiktionary.org//wiki/treffen#German,5,,ABBC,ABC,ABC
deu,essen,aß,aßen,gegessen,etaną,https://en.wiktionary.org//wiki/essen#German,5,,ABBA,ABA,ABA
deu,vergeben,vergab,vergaben,vergeben,fragebaną,https://en.wiktionary.org//wiki/vergeben#German,5,,ABBA,ABA,ABA
deu,geben,gab,gaben,gegeben,gebaną,https://en.wiktionary.org//wiki/geben#German,5,,ABBA,ABA,ABA
deu,lesen,las,lasen,gelesen,lesaną,https://en.wiktionary.org//wiki/lesen#German,5,,ABBA,ABA,ABA
deu,rächen,rächte,rächten,gerächt,wrekaną,https://en.wiktionary.org//wiki/r%C3%A4chen#German,5,,AAAA,AAA,AAA
deu,bitten,bat,baten,gebeten,bidjaną,https://en.wiktionary.org//wiki/bitten#German,5,,ABBC,ABC,ABC
deu,liegen,lag,lagen,gelegen,ligjaną,https://en.wiktionary.org//wiki/liegen#German,5,,ABBC,ABC,ABC
deu,sitzen,saß,saßen,gesessen,sitjaną,https://en.wiktionary.org//wiki/sitzen#German,5,,ABBC,ABC,ABC
deu,laden,lud ,luden ,geladen,hlaþaną,https://en.wiktionary.org//wiki/laden#German,6,,ABBC,ABC,ABC
deu,mahlen,muhl,muhlen,gemahlen,malaną,https://en.wiktionary.org//wiki/mahlen#German,6,,ABBA,ABA,ABA
deu,waten,watete,wateten,gewatet,wadaną,https://en.wiktionary.org//wiki/waten#German,6,,AAAA,AAA,AAA
deu,backen,backte,backten,gebacken,bakaną,https://en.wiktionary.org/wiki/backen#German,6,,AAAA,AAA,AAA
deu,tragen,trug,trugen,getragen,draganą,https://en.wiktionary.org//wiki/tragen#German,6,,ABBA,ABA,ABA
deu,fahren,fuhr,fuhren,gefahren,faraną,https://en.wiktionary.org//wiki/fahren#German,6,,ABBA,ABA,ABA
deu,nagen,nagte,nagten,genagt,gnaganą,https://en.wiktionary.org//wiki/nagen#German,6,,AAAA,AAA,AAA
deu,graben,grub,gruben,gegraben,grabaną,https://en.wiktionary.org//wiki/graben#German,6,,ABBA,ABA,ABA
deu,schaben,schabte,schabten,geschabt,skabaną,https://en.wiktionary.org//wiki/schaben#German,6,,AAAA,AAA,AAA
deu,schlagen,schlug,schlugen,geschlagen,slahaną,https://en.wiktionary.org//wiki/schlagen#German,6,,ABBA,ABA,ABA
deu,standen,,,,standaną,https://en.wiktionary.org//wiki/standen#German,6,,,,
deu,heben,hob,hoben,gehoben,habjaną,https://en.wiktionary.org//wiki/heben#German,6,,ABBB,ABB,ABB
deu,lachen,lachte,lachten,gelacht,hlahjaną,https://en.wiktionary.org//wiki/lachen#German,6,,AAAA,AAA,AAA
deu,schaffen,schaffte,schafften,geschafft,skapjaną,https://en.wiktionary.org//wiki/schaffen#German,6,,AAAA,AAA,AAA
deu,schwören,schwor,schworen,geschworen,swarjaną,https://en.wiktionary.org//wiki/schw%C3%B6ren#German,6,,ABBB,ABB,ABB
deu,wichsen,wichste,wichsten,gewichst,wahsijaną,https://en.wiktionary.org//wiki/wichsen#German,6,,AAAA,AAA,AAA
deu,heißen,hieß,hießen,geheißen,haitaną,https://en.wiktionary.org//wiki/hei%C3%9Fen#German,7,,ABBA,ABA,ABA
deu,hauen,hieb,hieben,gehauen,hawwaną,https://en.wiktionary.org//wiki/hauen#German,7,,ABBA,ABA,ABA
deu,laufen,lief,liefen,gelaufen,hlaupaną,https://en.wiktionary.org//wiki/laufen#German,7,,ABBA,ABA,ABA
deu,bannen,bannte,bannten,gebannt,bannaną,https://en.wiktionary.org//wiki/bannen#German,7,,AAAA,AAA,AAA
deu,hängen,hängte,hängten,gehängt,hanhaną,https://en.wiktionary.org//wiki/h%C3%A4ngen#German,7,,AAAA,AAA,AAA
deu,fallen,fiel,fielen,gefallen,fallaną,https://en.wiktionary.org//wiki/fallen#German,7,,ABBA,ABA,ABA
deu,fangen,fing,fingen,gefangen,fanhaną,https://en.wiktionary.org//wiki/fangen#German,7,,ABBA,ABA,ABA
deu,halten,hielt,hielten,gehalten,haldaną,https://en.wiktionary.org//wiki/halten#German,7,,ABBA,ABA,ABA
deu,waschen,wusch,wuschen,gewaschen,waskaną,https://en.wiktionary.org//wiki/waschen#German,7,,ABBA,ABA,ABA
deu,blasen,blies,bliesen,geblasen,blēsaną,https://en.wiktionary.org//wiki/blasen#German,7,,ABBA,ABA,ABA
deu,,,,,grētaną,,7,,D,D,D
deu,säen,säte,säten,gesät,sēaną,https://en.wiktionary.org//wiki/s%C3%A4en#German,7,,AAAA,AAA,AAA
deu,lassen,ließ,ließen,gelassen,lētaną,https://en.wiktionary.org//wiki/lassen#German,7,,ABBA,ABA,ABA
deu,raten,riet,rieten,geraten,rēdaną,https://en.wiktionary.org//wiki/raten#German,7,,ABBA,ABA,ABA
deu,glühen,glühte,glühten,geglüht,glōaną,https://en.wiktionary.org//wiki/gl%C3%BChen#German,7,,AAAA,AAA,AAA
nob,ride,red,red,ridd,rīdaną,https://en.wiktionary.org/wiki/ride#Norwegian_Bokm%C3%A5l,1,,ABBA,ABA,ABA
nob,bie,biet,biet,biet,bīdaną,https://en.wiktionary.org/wiki/bie#Norwegian_Bokm%C3%A5l,1,,AAAA,AAA,AAA
