lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n
dan,synge,sang,sang,sunget,singwaną,https://en.wiktionary.org//wiki/synge#Danish,3
dan,smelte,,,,smeltaną,https://en.wiktionary.org//wiki/smelte#Danish,3
dan,spinde,spandt,spandt,spundet,spinnaną,https://en.wiktionary.org//wiki/spinde#Danish,3
dan,sprække,,,,springaną,https://en.wiktionary.org//wiki/spr%C3%A6kke#Danish,3
dan,stinke,,,,stinkwaną,https://en.wiktionary.org//wiki/stinke#Danish,3
dan,svulme,svulmede,svulmede,svulmet,swellaną,https://en.wiktionary.org//wiki/svulme#Danish,3
dan,svemme,,,,swimmaną,https://en.wiktionary.org//w/index.php?title=svemme&action=edit&redlink=1,3
dan,værpe,værpede,værpede,værpet,werpaną,https://en.wiktionary.org//wiki/v%C3%A6rpe#Danish,3
dan,vorde,vordede,vordede,vordet,werþaną,https://en.wiktionary.org//wiki/vorde#Danish,3
dan,vinde,vandt,vandt,vundet,windaną,https://en.wiktionary.org//wiki/vinde#Danish,3
dan,vinde,vandt,vandt,vundet,winnaną,https://en.wiktionary.org//wiki/vinde#Danish,3
dan,brække,brækkede,brækkede,brækket,brekaną,https://en.wiktionary.org//wiki/br%C3%A6kke#Danish,4
dan,bære,bar,bar,båret,beraną,https://en.wiktionary.org//wiki/b%C3%A6re#Danish,4
dan,komme,kom,kom,kommet,kwemaną,https://en.wiktionary.org//wiki/komme#Danish,4
dan,nemme,nemmede,nemmede,nemmet,nemaną,https://en.wiktionary.org//wiki/nemme#Danish,4
dan,skære,skar,skar,skåret,skeraną,https://en.wiktionary.org//wiki/sk%C3%A6re#Danish,4
dan,stjæle,stjal,stjal,stjålet,stelaną,https://en.wiktionary.org//wiki/stj%C3%A6le#Danish,4
dan,træde,trådte,trådte,trådt,trudaną,https://en.wiktionary.org//wiki/tr%C3%A6de#Danish,4
dan,veje,vejede,vejede,vejet,weganą,https://en.wiktionary.org//wiki/veje#Danish,5
dan,dræbe,dræbte,dræbte,dræbt,drepaną,https://en.wiktionary.org//wiki/dr%C3%A6be#Danish,5
dan,æde,åd,åd,ædt,etaną,https://en.wiktionary.org//wiki/%C3%A6de#Danish,5
dan,forgive,,,,fragebaną,https://en.wiktionary.org//wiki/forgive#Danish,5
dan,give,gav,gav,givet,gebaną,https://en.wiktionary.org//wiki/give#Danish,5
dan,læse,læste,læste,læst,lesaną,https://en.wiktionary.org//wiki/l%C3%A6se#Danish,5
dan,vrage,vragede,vragede,vraget,wrekaną,https://en.wiktionary.org//wiki/vrage#Danish,5
dan,bede,bad,bad,bedt,bidjaną,https://en.wiktionary.org//wiki/bede#Danish,5
dan,ligge,lå,lå,ligget,ligjaną,https://en.wiktionary.org//wiki/ligge#Danish,5
dan,sidde,sad,sad,siddet,sitjaną,https://en.wiktionary.org//wiki/sidde#Danish,5
dan,lade,lod,lod,ladet,hlaþaną,https://en.wiktionary.org//wiki/lade#Danish,6
dan,male,malede,malede,malet,malaną,https://en.wiktionary.org//wiki/male#Danish,6
dan,vade,,,,wadaną,https://en.wiktionary.org//wiki/vade#Danish,6
dan,bage,bagte,bagte,bagt,bakaną,https://en.wiktionary.org//wiki/bage#Danish,6
dan,drage,drog,drog,draget,draganą,https://en.wiktionary.org//wiki/drage#Danish,6
dan,fare,for,for,faret,faraną,https://en.wiktionary.org//wiki/fare#Danish,6
dan,nage,,,,gnaganą,https://en.wiktionary.org//wiki/nage#Danish,6
dan,grave,gravede,gravede,gravet,grabaną,https://en.wiktionary.org//wiki/grave#Danish,6
dan,skave,,,,skabaną,https://en.wiktionary.org//wiki/skave#Danish,6
dan,slå,slog,slog,slået,slahaną,https://en.wiktionary.org//wiki/sl%C3%A5#Danish,6
dan,stå,stod,stod,stået,standaną,https://en.wiktionary.org//wiki/st%C3%A5#Danish,6
dan,hæve,hævede,hævede,hævet,habjaną,https://en.wiktionary.org//wiki/h%C3%A6ve#Danish,6
dan,le,lo,lo,leet,hlahjaną,https://en.wiktionary.org//wiki/le#Danish,6
dan,skabe,skabte,skabte,skabt,skapjaną,https://en.wiktionary.org//wiki/skabe#Danish,6
dan,sværge,svor,svor,svoret,swarjaną,https://en.wiktionary.org//wiki/sv%C3%A6rge#Danish,6
dan,vikse,,,,wahsijaną,https://en.wiktionary.org//w/index.php?title=vikse&action=edit&redlink=1,6
dan,hede,,,,haitaną,https://en.wiktionary.org//wiki/hede#Danish,7
dan,hugge,huggede,huggede,hugget,hawwaną,https://en.wiktionary.org//wiki/hugge#Danish,7
dan,løbe,løb,løb,løbet,hlaupaną,https://en.wiktionary.org//wiki/l%C3%B8be#Danish,7
dan,bande,bandede,bandede,bandet,bannaną,https://en.wiktionary.org//wiki/bande#Danish,7
dan,hænge,,,,hanhaną,https://en.wiktionary.org//wiki/h%C3%A6nge#Danish,7
dan,falde,faldt,faldt,faldet,fallaną,https://en.wiktionary.org//wiki/falde#Danish,7
dan,få,fik,fik,fået,fanhaną,https://en.wiktionary.org//wiki/f%C3%A5#Danish,7
dan,holde,holdt,holdt,holdt,haldaną,https://en.wiktionary.org//wiki/holde#Danish,7
dan,vaske,vaskede,vaskede,vasket,waskaną,https://en.wiktionary.org//wiki/vaske#Danish,7
dan,blæse,blæste,blæste,blæst,blēsaną,https://en.wiktionary.org//wiki/bl%C3%A6se#Danish,7
dan,græde,græd,græd,grædt,grētaną,https://en.wiktionary.org//wiki/gr%C3%A6de#Danish,7
dan,så,såede,såede,sået,sēaną,https://en.wiktionary.org//wiki/s%C3%A5#Danish,7
dan,lade,lod,lod,ladet,lētaną,https://en.wiktionary.org//wiki/lade#Danish,7
dan,råde,rådede,rådede,rådet,rēdaną,https://en.wiktionary.org//wiki/r%C3%A5de#Danish,7
dan,glo,gloede,gloede,gloet,glōaną,https://en.wiktionary.org//wiki/glo#Danish,7
gml,riden,,,,rīdaną,https://en.wiktionary.org//wiki/riden#Middle_Low_German,1
gml,bîden,,,,bīdaną,https://en.wiktionary.org//wiki/biden#Middle_Low_German,1
gml,bîten,,,,bītaną,https://en.wiktionary.org//wiki/biten#Middle_Low_German,1
gml,,,,,skīnaną,,1
gml,snîden,snêt,snēden,gesnēden,snīþaną,https://en.wiktionary.org//wiki/sniden#Middle_Low_German,1
gml,rîsen,,,,rīsaną,https://en.wiktionary.org//wiki/risen#Middle_Low_German,1
gml,blîven,,,,bilībaną,https://en.wiktionary.org//wiki/bliven#Middle_Low_German,1
gml,driven,,,,drībaną,https://en.wiktionary.org//wiki/driven#Middle_Low_German,1
gml,grîpen,,,,grīpaną,https://en.wiktionary.org//wiki/gripen#Middle_Low_German,1
gml,lîden,,,,līþaną,https://en.wiktionary.org//wiki/liden#Middle_Low_German,1
gml,schīten,,,,skītaną,https://en.wiktionary.org//wiki/schiten#Middle_Low_German,1
gml,schrîven,schrêf,schrēven,geschrēven,skrībaną,https://en.wiktionary.org//wiki/schriven#Middle_Low_German,1
gml,schrîden,,,,skrīþaną,https://en.wiktionary.org//wiki/schriden#Middle_Low_German,1
gml,slîten,,,,slītaną,https://en.wiktionary.org//wiki/sliten#Middle_Low_German,1
gml,snîen,,,,snīwaną,https://en.wiktionary.org//wiki/snien#Middle_Low_German,1
gml,spiggen,,,,spīwaną,https://en.wiktionary.org//wiki/spiggen#Middle_Low_German,1
gml,stîgen,stêch,stēgen,gestēgen,stīganą,https://en.wiktionary.org//wiki/stigen#Middle_Low_German,1
gml,wrîten,wrêt,wrēten,gewrēten,wrītaną,https://en.wiktionary.org//wiki/writen#Middle_Low_German,1
gml,gêten,,,,geutaną,https://en.wiktionary.org//wiki/geten#Middle_Low_German,2
gml,bēden,,,,beudaną,https://en.wiktionary.org//wiki/beden#Middle_Low_German,2
gml,vlêgen,,,,fleuganą,https://en.wiktionary.org//wiki/vlegen#Middle_Low_German,2
gml,brouwen,,,,brewwaną,https://en.wiktionary.org//wiki/brouwen#Middle_Low_German,2
gml,leigen,,,,leuganą,https://en.wiktionary.org//w/index.php?title=leigen&action=edit&redlink=1,2
gml,,,,,fleuhaną,,2
gml,vlêten,,,,fleutaną,https://en.wiktionary.org//wiki/vleten#Middle_Low_German,2
gml,vreisen,,,,freusaną,https://en.wiktionary.org//w/index.php?title=vreisen&action=edit&redlink=1,2
gml,verbēden,,,,furibeudaną,https://en.wiktionary.org//w/index.php?title=verbeden&action=edit&redlink=1,2
gml,kîsen,,,,keusaną,https://en.wiktionary.org//wiki/kisen#Middle_Low_German,2
gml,kuwen,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=kuwen&action=edit&redlink=1,2
gml,krūpen,,,,kreupaną,https://en.wiktionary.org//wiki/krupen#Middle_Low_German,2
gml,entlûken,,,,lūkaną,https://en.wiktionary.org//w/index.php?title=entluken&action=edit&redlink=1,2
gml,rûken,,,,reukaną,https://en.wiktionary.org//wiki/ruken#Middle_Low_German,2
gml,schûven,,,,skeubaną,https://en.wiktionary.org//wiki/schuven#Middle_Low_German,2
gml,scheten,,,,skeutaną,https://en.wiktionary.org//wiki/scheten#Middle_Low_German,2
gml,sȫgen,,,,sūganą,https://en.wiktionary.org//wiki/sogen#Middle_Low_German,2
gml,sūpen,,,,sūpaną,https://en.wiktionary.org//wiki/supen#Middle_Low_German,2
gml,dorschen,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=dorschen&action=edit&redlink=1,3
gml,,,,,sinkwaną,,3
gml,borsten,,,,brestaną,https://en.wiktionary.org//wiki/borsten#Middle_Low_German,3
gml,bargen,,,,berganą,https://en.wiktionary.org//wiki/bargen#Middle_Low_German,3
gml,binden,bant,bünden,gebunden,bindaną,https://en.wiktionary.org//wiki/binden#Middle_Low_German,3
gml,burnen,,,,brinnaną,https://en.wiktionary.org//w/index.php?title=burnen&action=edit&redlink=1,3
gml,drinken,drank,drünken,gedrunken,drinkaną,https://en.wiktionary.org//wiki/drinken#Middle_Low_German,3
gml,vechten,vacht,vüchten,gevuchten,fehtaną,https://en.wiktionary.org//wiki/vechten#Middle_Low_German,3
gml,finnen,,,,finþaną,https://en.wiktionary.org//wiki/finnen#Middle_Low_German,3
gml,gelden,,,,geldaną,https://en.wiktionary.org//wiki/gelden#Middle_Low_German,3
gml,helpen,halp,hülpen,gehulpen,helpaną,https://en.wiktionary.org//wiki/helpen#Middle_Low_German,3
gml,rinnen,,,,rinnaną,https://en.wiktionary.org//wiki/rinnen#Middle_Low_German,3
gml,singen,,,,singwaną,https://en.wiktionary.org//wiki/singen#Middle_Low_German,3
gml,smelten,,,,smeltaną,https://en.wiktionary.org//wiki/smelten#Middle_Low_German,3
gml,spinnen,,,,spinnaną,https://en.wiktionary.org//wiki/spinnen#Middle_Low_German,3
gml,springen,,,,springaną,https://en.wiktionary.org//wiki/springen#Middle_Low_German,3
gml,stinken,,,,stinkwaną,https://en.wiktionary.org//wiki/stinken#Middle_Low_German,3
gml,swellen,,,,swellaną,https://en.wiktionary.org//wiki/swellen#Middle_Low_German,3
gml,swemmen,,,,swimmaną,https://en.wiktionary.org//wiki/swemmen#Middle_Low_German,3
gml,werpen,,,,werpaną,https://en.wiktionary.org//wiki/werpen#Middle_Low_German,3
gml,warden,,,,werþaną,https://en.wiktionary.org//wiki/warden#Middle_Low_German,3
gml,winden,,,,windaną,https://en.wiktionary.org//wiki/winden#Middle_Low_German,3
gml,winnen,,,,winnaną,https://en.wiktionary.org//wiki/winnen#Middle_Low_German,3
gml,breken,,,,brekaną,https://en.wiktionary.org//wiki/breken#Middle_Low_German,4
gml,baren,,,,beraną,https://en.wiktionary.org//wiki/baren#Middle_Low_German,4
gml,kamen,,,,kwemaną,https://en.wiktionary.org//wiki/kamen#Middle_Low_German,4
gml,nemen,,,,nemaną,https://en.wiktionary.org//wiki/nemen#Middle_Low_German,4
gml,scheren,,,,skeraną,https://en.wiktionary.org//wiki/scheren#Middle_Low_German,4
gml,,,,,stelaną,,4
gml,trēden,,,,trudaną,https://en.wiktionary.org//wiki/treden#Middle_Low_German,4
gml,weigen,,,,weganą,https://en.wiktionary.org//w/index.php?title=weigen&action=edit&redlink=1,5
gml,drēpen,,,,drepaną,https://en.wiktionary.org//wiki/drepen#Middle_Low_German,5
gml,ēten,,,,etaną,https://en.wiktionary.org//wiki/eten#Middle_Low_German,5
gml,vorgeven,,,,fragebaną,https://en.wiktionary.org//w/index.php?title=vorgeven&action=edit&redlink=1,5
gml,geven,,,,gebaną,https://en.wiktionary.org//wiki/geven#Middle_Low_German,5
gml,lēsen,,,,lesaną,https://en.wiktionary.org//wiki/lesen#Middle_Low_German,5
gml,wrēken,,,,wrekaną,https://en.wiktionary.org//wiki/wreken#Middle_Low_German,5
gml,bidden,,,,bidjaną,https://en.wiktionary.org//wiki/bidden#Middle_Low_German,5
gml,,,,,ligjaną,,5
gml,,,,,sitjaną,,5
gml,lāden,,,,hlaþaną,https://en.wiktionary.org//wiki/laden#Middle_Low_German,6
gml,malen,,,,malaną,https://en.wiktionary.org//wiki/malen#Middle_Low_German,6
gml,wāden,,,,wadaną,https://en.wiktionary.org//wiki/waden#Middle_Low_German,6
gml,backen,,,,bakaną,https://en.wiktionary.org//wiki/backen#Middle_Low_German,6
gml,dregen,,,,draganą,https://en.wiktionary.org//wiki/dregen#Middle_Low_German,6
gml,vāren,,,,faraną,https://en.wiktionary.org//wiki/varen#Middle_Low_German,6
gml,knāgen,,,,gnaganą,https://en.wiktionary.org//wiki/knagen#Middle_Low_German,6
gml,grāven,,,,grabaną,https://en.wiktionary.org//wiki/graven#Middle_Low_German,6
gml,schāven,,,,skabaną,https://en.wiktionary.org//wiki/schaven#Middle_Low_German,6
gml,slān,,,,slahaną,https://en.wiktionary.org//wiki/slan#Middle_Low_German,6
gml,stant,,,,standaną,https://en.wiktionary.org//wiki/stant#Middle_Low_German,6
gml,heffen,,,,habjaną,https://en.wiktionary.org//wiki/heffen#Middle_Low_German,6
gml,lachen,,,,hlahjaną,https://en.wiktionary.org//wiki/lachen#Middle_Low_German,6
gml,scheppen,,,,skapjaną,https://en.wiktionary.org//wiki/scheppen#Middle_Low_German,6
gml,sweren,,,,swarjaną,https://en.wiktionary.org//wiki/sweren#Middle_Low_German,6
gml,wassen,,,,wahsijaną,https://en.wiktionary.org//wiki/wassen#Middle_Low_German,6
gml,hêiten,,,,haitaną,https://en.wiktionary.org//wiki/heiten#Middle_Low_German,7
gml,hauwen,,,,hawwaną,https://en.wiktionary.org//w/index.php?title=hauwen&action=edit&redlink=1,7
gml,lôpen,,,,hlaupaną,https://en.wiktionary.org//wiki/lopen#Middle_Low_German,7
gml,bannen,,,,bannaną,,7
gml,hangen,,,,hanhaną,https://en.wiktionary.org//wiki/hangen#Middle_Low_German,7
gml,vallen,,,,fallaną,https://en.wiktionary.org//wiki/vallen#Middle_Low_German,7
gml,,,,,fanhaną,,7
gml,hōlden,,,,haldaną,https://en.wiktionary.org//wiki/holden#Middle_Low_German,7
gml,waschen,,,,waskaną,https://en.wiktionary.org//wiki/waschen#Middle_Low_German,7
gml,blâsen,,,,blēsaną,https://en.wiktionary.org//wiki/blasen#Middle_Low_German,7
gml,grötten,,,,grētaną,https://en.wiktionary.org//wiki/grotten#Middle_Low_German,7
gml,seggen,,,,sēaną,https://en.wiktionary.org//wiki/seggen#Middle_Low_German,7
gml,lāten,,,,lētaną,https://en.wiktionary.org//wiki/laten#Middle_Low_German,7
gml,râden,,,,rēdaną,https://en.wiktionary.org//wiki/raden#Middle_Low_German,7
gml,glôgen,,,,glōaną,https://en.wiktionary.org//w/index.php?title=glogen&action=edit&redlink=1,7
nds,rieden,reed,reden,gereden,rīdaną,https://en.wiktionary.org//wiki/rieden#Low_German,1
nds,bieden,,,,bīdaną,https://en.wiktionary.org//wiki/bieden#Low_German,1
nds,bieten,beet,beten,beten,bītaną,https://en.wiktionary.org//wiki/bieten#Low_German,1
nds,schienen,scheen,schenen,geschenen,skīnaną,https://en.wiktionary.org//wiki/schienen#Low_German,1
nds,snieden,,,,snīþaną,https://en.wiktionary.org//w/index.php?title=snieden&action=edit&redlink=1,1
nds,risen,,,,rīsaną,https://en.wiktionary.org//wiki/risen#Low_German,1
nds,blieven,bleev,bleven,gebleven,bilībaną,https://en.wiktionary.org//wiki/blieven#Low_German,1
nds,drieven,dreev,dreven,gedreven,drībaną,https://en.wiktionary.org//wiki/drieven#Low_German,1
nds,griepen,,,,grīpaną,https://en.wiktionary.org//w/index.php?title=griepen&action=edit&redlink=1,1
nds,,,,,līþaną,,1
nds,schieten,,,,skītaną,https://en.wiktionary.org//wiki/schieten#Low_German,1
nds,schrieven,schreev,schreven,geschreven,skrībaną,https://en.wiktionary.org//wiki/schrieven#Low_German,1
nds,schrieden,,,,skrīþaną,https://en.wiktionary.org//w/index.php?title=schrieden&action=edit&redlink=1,1
nds,,,,,slītaną,,1
nds,snien,,,,snīwaną,https://en.wiktionary.org//wiki/snien#Low_German,1
nds,speen,,,,spīwaną,https://en.wiktionary.org//wiki/speen#Low_German,1
nds,,,,,stīganą,,1
nds,reeten,,,,wrītaną,https://en.wiktionary.org//w/index.php?title=reeten&action=edit&redlink=1,1
nds,,,,,geutaną,,2
nds,beden,bood,boden,gebaden,beudaną,https://en.wiktionary.org//wiki/beden#Low_German,2
nds,flegen,floog,flogen,geflagen,fleuganą,https://en.wiktionary.org//wiki/flegen#Low_German,2
nds,broen,,,,brewwaną,https://en.wiktionary.org//wiki/broen#Low_German,2
nds,lögen,,,,leuganą,https://en.wiktionary.org//wiki/l%C3%B6gen#Low_German,2
nds,,,,,fleuhaną,,2
nds,flieten,,,,fleutaną,https://en.wiktionary.org//w/index.php?title=flieten&action=edit&redlink=1,2
nds,fresen,froor,froren,gefroren,freusaną,https://en.wiktionary.org//wiki/fresen#Low_German,2
nds,verbeden,,,,furibeudaną,https://en.wiktionary.org//w/index.php?title=verbeden&action=edit&redlink=1,2
nds,kesen,koos,kosen,kasen,keusaną,https://en.wiktionary.org//wiki/kesen#Low_German,2
nds,käwwen,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=k%C3%A4wwen&action=edit&redlink=1,2
nds,krupen,kroop,kropen,gekrapen,kreupaną,https://en.wiktionary.org//wiki/krupen#Low_German,2
nds,,,,,lūkaną,,2
nds,rüken,rook,roken,geraken,reukaną,https://en.wiktionary.org//wiki/r%C3%BCken#Low_German,2
nds,schuven,,,,skeubaną,https://en.wiktionary.org//wiki/schuven#Low_German,2
nds,scheten,schoot,schoten,schaten,skeutaną,https://en.wiktionary.org//wiki/scheten#Low_German,2
nds,sugen,,,,sūganą,https://en.wiktionary.org//wiki/sugen#Low_German,2
nds,,,,,sūpaną,,2
nds,döschen,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=d%C3%B6schen&action=edit&redlink=1,3
nds,sinken,,,,sinkwaną,https://en.wiktionary.org//wiki/sinken#Low_German,3
nds,,,,,brestaną,,3
nds,,,,,berganą,,3
nds,binnen,bunn,bunnen,gebunnen,bindaną,https://en.wiktionary.org//wiki/binnen#Low_German,3
nds,,,,,brinnaną,,3
nds,driinken,,,,drinkaną,https://en.wiktionary.org//w/index.php?title=driinken&action=edit&redlink=1,3
nds,fechten,focht,fochten,gefochten,fehtaną,https://en.wiktionary.org//wiki/fechten#Low_German,3
nds,finden,,,,finþaną,https://en.wiktionary.org//wiki/finden#Low_German,3
nds,gellen,gull,gullen,gegullen,geldaną,https://en.wiktionary.org//wiki/gellen#Low_German,3
nds,,,,,helpaną,,3
nds,rannen,,,,rinnaną,https://en.wiktionary.org//wiki/rannen#Low_German,3
nds,singen,sung,sungen,gesungen,singwaną,https://en.wiktionary.org//wiki/singen#Low_German,3
nds,smölten,smölt,smölten,smolten,smeltaną,https://en.wiktionary.org//wiki/sm%C3%B6lten#Low_German,3
nds,,,,,spinnaną,,3
nds,,,,,springaną,,3
nds,stinken,stunk,stunken,gestunken,stinkwaną,https://en.wiktionary.org//wiki/stinken#Low_German,3
nds,swellen,swull,swullen,geswullen,swellaną,https://en.wiktionary.org//wiki/swellen#Low_German,3
nds,swemmen,,,,swimmaną,https://en.wiktionary.org//wiki/swemmen#Low_German,3
nds,warpen,,,,werpaną,https://en.wiktionary.org//wiki/warpen#Low_German,3
nds,warrn,worr,worrn,worrn,werþaną,https://en.wiktionary.org//wiki/warrn#Low_German,3
nds,winden,,,,windaną,https://en.wiktionary.org//wiki/winden#Low_German,3
nds,winnen,wunn,wunnen,gewunnen,winnaną,https://en.wiktionary.org//wiki/winnen#Low_German,3
nds,breken,brook,broken,gebraken,brekaną,https://en.wiktionary.org//wiki/breken#Low_German,4
nds,bohrn,,,,beraną,https://en.wiktionary.org//w/index.php?title=bohrn&action=edit&redlink=1,4
nds,kamen,keem,kemen,gekamen,kwemaną,https://en.wiktionary.org//wiki/kamen#Low_German,4
nds,nehmen,nohm,nohmen,genahmen,nemaną,https://en.wiktionary.org//wiki/nehmen#Low_German,4
nds,scheren,,,,skeraną,https://en.wiktionary.org//wiki/scheren#Low_German,4
nds,stehlen,stohl,stohlen,gestahlen,stelaną,https://en.wiktionary.org//wiki/stehlen#Low_German,4
nds,treden,,,,trudaną,https://en.wiktionary.org//wiki/treden#Low_German,4
nds,,,,,weganą,,5
nds,drepen,dreep,drepen,gedrepen,drepaną,https://en.wiktionary.org//wiki/drepen#Low_German,5
nds,eten,eet,eten,eten,etaną,https://en.wiktionary.org//wiki/eten#Low_German,5
nds,,,,,fragebaną,,5
nds,giewen,,,,gebaną,https://en.wiktionary.org//w/index.php?title=giewen&action=edit&redlink=1,5
nds,,,,,lesaną,,5
nds,,,,,wrekaną,,5
nds,bidden,beed,beden,gebeden,bidjaną,https://en.wiktionary.org//wiki/bidden#Low_German,5
nds,,,,,ligjaną,,5
nds,sitten,seet,seten,geseten,sitjaną,https://en.wiktionary.org//wiki/sitten#Low_German,5
nds,laden,laad,laden,laden,hlaþaną,https://en.wiktionary.org//wiki/laden#Low_German,6
nds,mahlen,,,,malaną,https://en.wiktionary.org//wiki/mahlen#Low_German,6
nds,,,,,wadaną,,6
nds,backen,,,,bakaną,https://en.wiktionary.org//wiki/backen#Low_German,6
nds,dragen,,,,draganą,https://en.wiktionary.org//wiki/dragen#Low_German,6
nds,,,,,faraną,,6
nds,,,,,gnaganą,,6
nds,,,,,grabaną,,6
nds,schaven,schaav,schaven,geschaavt,skabaną,https://en.wiktionary.org//wiki/schaven#Low_German,6
nds,slaan,sloog,slogen,slagen,slahaną,https://en.wiktionary.org//wiki/slaan#Low_German,6
nds,stahn,stunn,stunnen,stahn,standaną,https://en.wiktionary.org//wiki/stahn#Low_German,6
nds,heven,,,,habjaną,https://en.wiktionary.org//wiki/heven#Low_German,6
nds,lachen,lach,lachen,gelacht,hlahjaną,https://en.wiktionary.org//wiki/lachen#Low_German,6
nds,schaffen,,,,skapjaną,https://en.wiktionary.org//wiki/schaffen#Low_German,6
nds,sweren,,,,swarjaną,https://en.wiktionary.org//wiki/sweren#Low_German,6
nds,wassen,wuss,wussen,gewussen,wahsijaną,https://en.wiktionary.org//wiki/wassen#Low_German,6
nds,,,,,haitaną,,7
nds,,,,,hawwaną,,7
nds,lopen,leep,lepen,gelopen,hlaupaną,https://en.wiktionary.org//wiki/lopen#Low_German,7
nds,bannen,,,,bannaną,https://en.wiktionary.org//wiki/bannen#Low_German,7
nds,hangen,hung,hungen,gehungen/hangen,hanhaną,https://en.wiktionary.org//wiki/hangen#Low_German,7
nds,fallen,full,fullen,gefullen,fallaną,https://en.wiktionary.org//wiki/fallen#Low_German,7
nds,fangen,,,,fanhaną,https://en.wiktionary.org//wiki/fangen#Low_German,7
nds,hooln,,,,haldaną,https://en.wiktionary.org//w/index.php?title=hooln&action=edit&redlink=1,7
nds,wasken,,,,waskaną,https://en.wiktionary.org//w/index.php?title=wasken&action=edit&redlink=1,7
nds,blasen,,,,blēsaną,https://en.wiktionary.org//wiki/blasen#Low_German,7
nds,graten,,,,grētaną,https://en.wiktionary.org//wiki/graten#Low_German,7
nds,,,,,sēaną,,7
nds,,,,,lētaną,,7
nds,raden,,,,rēdaną,https://en.wiktionary.org//wiki/raden#Low_German,7
nds,,,,,glōaną,,7
gmh,rīten,,,,rīdaną,https://en.wiktionary.org//wiki/riten#Middle_High_German,1
gmh,bīten,,,,bīdaną,https://en.wiktionary.org//wiki/biten#Middle_High_German,1
gmh,bīzen,,,,bītaną,https://en.wiktionary.org//wiki/bizen#Middle_High_German,1
gmh,schīnen,,,,skīnaną,https://en.wiktionary.org//wiki/schinen#Middle_High_German,1
gmh,snīden,,,,snīþaną,https://en.wiktionary.org//wiki/sniden#Middle_High_German,1
gmh,rīsen,,,,rīsaną,https://en.wiktionary.org//wiki/risen#Middle_High_German,1
gmh,blīben,,,,bilībaną,https://en.wiktionary.org//w/index.php?title=bliben&action=edit&redlink=1,1
gmh,trīben,,,,drībaną,https://en.wiktionary.org//w/index.php?title=triben&action=edit&redlink=1,1
gmh,grifen,,,,grīpaną,https://en.wiktionary.org//w/index.php?title=grifen&action=edit&redlink=1,1
gmh,līden,,,,līþaną,https://en.wiktionary.org//wiki/liden#Middle_High_German,1
gmh,schīzen,,,,skītaną,https://en.wiktionary.org//w/index.php?title=schizen&action=edit&redlink=1,1
gmh,schrīben,,,,skrībaną,https://en.wiktionary.org//w/index.php?title=schriben&action=edit&redlink=1,1
gmh,schrīten,,,,skrīþaną,https://en.wiktionary.org//w/index.php?title=schriten&action=edit&redlink=1,1
gmh,slīzen,,,,slītaną,https://en.wiktionary.org//w/index.php?title=slizen&action=edit&redlink=1,1
gmh,snīwen,,,,snīwaną,https://en.wiktionary.org//w/index.php?title=sniwen&action=edit&redlink=1,1
gmh,spīen,,,,spīwaną,https://en.wiktionary.org//wiki/spien#Middle_High_German,1
gmh,stīgen,,,,stīganą,https://en.wiktionary.org//wiki/stigen#Middle_High_German,1
gmh,rīzen,,,,wrītaną,https://en.wiktionary.org//w/index.php?title=rizen&action=edit&redlink=1,1
gmh,giezen,,,,geutaną,https://en.wiktionary.org//w/index.php?title=giezen&action=edit&redlink=1,2
gmh,bieten,,,,beudaną,https://en.wiktionary.org//wiki/bieten#Middle_High_German,2
gmh,vliegen,,,,fleuganą,https://en.wiktionary.org//wiki/vliegen#Middle_High_German,2
gmh,brūwen,,,,brewwaną,https://en.wiktionary.org//w/index.php?title=bruwen&action=edit&redlink=1,2
gmh,liugen,,,,leuganą,https://en.wiktionary.org//w/index.php?title=liugen&action=edit&redlink=1,2
gmh,vliehen,,,,fleuhaną,https://en.wiktionary.org//w/index.php?title=vliehen&action=edit&redlink=1,2
gmh,vliezen,,,,fleutaną,https://en.wiktionary.org//wiki/vliezen#Middle_High_German,2
gmh,vrieren,,,,freusaną,https://en.wiktionary.org//w/index.php?title=vrieren&action=edit&redlink=1,2
gmh,verbieten,,,,furibeudaną,https://en.wiktionary.org//wiki/verbieten#Middle_High_German,2
gmh,kiesen,kôs,kurn,gekorn,keusaną,https://en.wiktionary.org//wiki/kiesen#Middle_High_German,2
gmh,kewen,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=kewen&action=edit&redlink=1,2
gmh,krūfen,,,,kreupaną,https://en.wiktionary.org//w/index.php?title=krufen&action=edit&redlink=1,2
gmh,liechen,,,,lūkaną,https://en.wiktionary.org//w/index.php?title=liechen&action=edit&redlink=1,2
gmh,riechen,,,,reukaną,https://en.wiktionary.org//wiki/riechen#Middle_High_German,2
gmh,schieben,,,,skeubaną,https://en.wiktionary.org//wiki/schieben#Middle_High_German,2
gmh,schiezzen,,,,skeutaną,https://en.wiktionary.org//w/index.php?title=schiezzen&action=edit&redlink=1,2
gmh,sūgen,,,,sūganą,https://en.wiktionary.org//wiki/sugen#Middle_High_German,2
gmh,sūfen,,,,sūpaną,https://en.wiktionary.org//w/index.php?title=sufen&action=edit&redlink=1,2
